IP 地址,已发送,已接收,丢包率,平均延迟,下载速度(MB/s),地区码
104.18.250.248,4,4,0.00,260.35,0.00,N/A
104.25.229.55,4,4,0.00,260.37,0.00,N/A
104.19.145.43,4,4,0.00,260.53,0.00,N/A
104.25.169.181,4,4,0.00,260.64,0.00,N/A
104.20.32.127,4,4,0.00,260.67,0.00,N/A
104.18.34.81,4,4,0.00,260.84,0.00,N/A
104.18.173.221,4,4,0.00,260.95,0.00,N/A
104.19.153.67,4,4,0.00,260.95,0.00,N/A
172.65.120.38,4,4,0.00,261.37,0.00,N/A
104.19.118.78,4,4,0.00,261.47,0.00,N/A
104.18.45.60,4,4,0.00,261.55,0.00,N/A
104.19.0.249,4,4,0.00,261.66,0.00,N/A
104.18.188.12,4,4,0.00,261.68,0.00,N/A
104.18.211.38,4,4,0.00,261.69,0.00,N/A
104.18.225.126,4,4,0.00,261.79,0.00,N/A
104.18.47.83,4,4,0.00,262.02,0.00,N/A
104.18.222.200,4,4,0.00,262.03,0.00,N/A
104.19.170.44,4,4,0.00,262.28,0.00,N/A
104.18.218.91,4,4,0.00,262.60,0.00,N/A
104.19.20.247,4,4,0.00,262.80,0.00,N/A
104.18.230.66,4,4,0.00,262.82,0.00,N/A
104.18.142.92,4,4,0.00,262.91,0.00,N/A
162.159.128.168,4,4,0.00,262.95,0.00,N/A
104.20.8.176,4,4,0.00,262.98,0.00,N/A
104.24.161.157,4,4,0.00,263.06,0.00,N/A
104.19.47.153,4,4,0.00,263.24,0.00,N/A
104.19.122.126,4,4,0.00,263.46,0.00,N/A
104.19.13.253,4,4,0.00,263.59,0.00,N/A
104.19.71.239,4,4,0.00,263.68,0.00,N/A
104.25.115.37,4,4,0.00,263.68,0.00,N/A
104.20.6.241,4,4,0.00,263.71,0.00,N/A
104.19.70.211,4,4,0.00,263.80,0.00,N/A
104.24.204.190,4,4,0.00,264.00,0.00,N/A
104.20.15.222,4,4,0.00,264.02,0.00,N/A
104.18.203.134,4,4,0.00,264.03,0.00,N/A
104.18.219.24,4,4,0.00,264.05,0.00,N/A
104.19.11.73,4,4,0.00,264.34,0.00,N/A
104.18.73.120,4,4,0.00,264.46,0.00,N/A
104.20.60.90,4,4,0.00,264.47,0.00,N/A
104.19.65.243,4,4,0.00,264.59,0.00,N/A
104.19.121.170,4,4,0.00,264.59,0.00,N/A
104.25.147.68,4,4,0.00,265.11,0.00,N/A
104.20.44.87,4,4,0.00,265.42,0.00,N/A
104.19.99.130,4,4,0.00,265.48,0.00,N/A
104.25.4.62,4,4,0.00,265.69,0.00,N/A
104.19.116.163,4,4,0.00,265.90,0.00,N/A
104.19.62.228,4,4,0.00,265.92,0.00,N/A
104.18.244.74,4,4,0.00,265.95,0.00,N/A
104.18.171.119,4,4,0.00,266.04,0.00,N/A
104.20.3.32,4,4,0.00,266.12,0.00,N/A
104.19.124.14,4,4,0.00,266.26,0.00,N/A
104.19.67.141,4,4,0.00,266.83,0.00,N/A
104.19.103.30,4,4,0.00,267.67,0.00,N/A
104.18.229.179,4,4,0.00,267.92,0.00,N/A
104.18.217.13,4,4,0.00,268.18,0.00,N/A
104.18.228.126,4,4,0.00,268.21,0.00,N/A
104.18.251.198,4,4,0.00,268.32,0.00,N/A
104.19.51.134,4,4,0.00,268.73,0.00,N/A
104.20.39.215,4,4,0.00,269.61,0.00,N/A
104.19.76.251,4,4,0.00,270.10,0.00,N/A
104.19.61.47,4,4,0.00,270.19,0.00,N/A
104.19.91.168,4,4,0.00,270.19,0.00,N/A
104.18.40.107,4,4,0.00,270.49,0.00,N/A
104.18.212.47,4,4,0.00,270.58,0.00,N/A
104.19.7.153,4,4,0.00,270.74,0.00,N/A
104.20.27.146,4,4,0.00,271.05,0.00,N/A
104.19.26.207,4,4,0.00,271.12,0.00,N/A
104.31.0.37,4,4,0.00,271.14,0.00,N/A
104.18.226.150,4,4,0.00,271.50,0.00,N/A
104.18.176.118,4,4,0.00,271.54,0.00,N/A
104.18.163.98,4,4,0.00,271.79,0.00,N/A
104.18.240.188,4,4,0.00,271.82,0.00,N/A
104.19.120.134,4,4,0.00,271.99,0.00,N/A
104.18.255.184,4,4,0.00,272.13,0.00,N/A
104.19.17.82,4,4,0.00,272.24,0.00,N/A
104.18.231.171,4,4,0.00,272.46,0.00,N/A
104.18.227.137,4,4,0.00,272.68,0.00,N/A
104.25.26.51,4,4,0.00,273.11,0.00,N/A
104.18.206.181,4,4,0.00,273.35,0.00,N/A
104.18.189.101,4,4,0.00,273.72,0.00,N/A
104.18.184.217,4,4,0.00,273.87,0.00,N/A
104.19.19.48,4,4,0.00,273.92,0.00,N/A
104.19.48.34,4,4,0.00,274.08,0.00,N/A
104.19.18.4,4,4,0.00,274.33,0.00,N/A
104.19.109.232,4,4,0.00,274.41,0.00,N/A
104.18.44.241,4,4,0.00,274.64,0.00,N/A
104.19.36.37,4,4,0.00,274.67,0.00,N/A
104.18.181.111,4,4,0.00,275.31,0.00,N/A
104.19.66.5,4,4,0.00,275.73,0.00,N/A
104.20.18.248,4,4,0.00,276.05,0.00,N/A
104.18.38.130,4,4,0.00,276.05,0.00,N/A
104.19.78.33,4,4,0.00,276.07,0.00,N/A
104.19.2.29,4,4,0.00,276.08,0.00,N/A
104.19.9.234,4,4,0.00,276.20,0.00,N/A
104.19.102.148,4,4,0.00,276.51,0.00,N/A
104.29.147.94,4,4,0.00,277.00,0.00,N/A
104.19.5.221,4,4,0.00,278.17,0.00,N/A
104.19.46.113,4,4,0.00,278.32,0.00,N/A
104.20.30.135,4,4,0.00,278.86,0.00,N/A
104.18.241.214,4,4,0.00,279.37,0.00,N/A
104.19.6.196,4,4,0.00,279.38,0.00,N/A
104.18.205.93,4,4,0.00,279.49,0.00,N/A
104.18.174.46,4,4,0.00,279.93,0.00,N/A
104.19.49.52,4,4,0.00,280.41,0.00,N/A
104.19.82.98,4,4,0.00,280.81,0.00,N/A
104.29.146.192,4,4,0.00,283.28,0.00,N/A
104.19.32.219,4,4,0.00,284.54,0.00,N/A
104.18.210.23,4,4,0.00,289.16,0.00,N/A
104.29.159.23,4,4,0.00,328.95,0.00,N/A
104.29.142.60,4,4,0.00,342.33,0.00,N/A
104.29.139.143,4,4,0.00,740.04,0.00,N/A
172.66.0.250,4,3,0.25,149.72,0.00,N/A
172.65.241.158,4,3,0.25,150.38,0.00,N/A
172.65.236.23,4,3,0.25,153.65,0.00,N/A
172.66.41.202,4,3,0.25,153.69,0.00,N/A
172.65.231.48,4,3,0.25,154.35,0.00,N/A
172.65.246.124,4,3,0.25,155.32,0.00,N/A
104.16.98.227,4,3,0.25,155.41,0.00,N/A
104.17.4.26,4,3,0.25,155.94,0.00,N/A
172.65.201.165,4,3,0.25,157.73,0.00,N/A
104.16.102.177,4,3,0.25,158.13,0.00,N/A
172.65.212.194,4,3,0.25,158.74,0.00,N/A
104.16.188.95,4,3,0.25,158.97,0.00,N/A
104.19.245.52,4,3,0.25,159.46,0.00,N/A
104.16.205.94,4,3,0.25,160.11,0.00,N/A
198.41.195.234,4,3,0.25,160.14,0.00,N/A
104.17.43.240,4,3,0.25,160.34,0.00,N/A
172.66.1.97,4,3,0.25,160.80,0.00,N/A
172.64.91.82,4,3,0.25,160.97,0.00,N/A
104.16.147.130,4,3,0.25,162.34,0.00,N/A
104.16.86.18,4,3,0.25,162.38,0.00,N/A
104.16.244.145,4,3,0.25,162.56,0.00,N/A
172.65.245.152,4,3,0.25,162.58,0.00,N/A
172.65.234.191,4,3,0.25,162.85,0.00,N/A
162.159.202.66,4,3,0.25,163.18,0.00,N/A
104.16.223.40,4,3,0.25,163.29,0.00,N/A
104.19.233.195,4,3,0.25,163.66,0.00,N/A
172.65.253.31,4,3,0.25,163.87,0.00,N/A
104.16.248.95,4,3,0.25,164.18,0.00,N/A
104.16.9.180,4,3,0.25,164.24,0.00,N/A
172.65.252.200,4,3,0.25,164.37,0.00,N/A
103.21.244.56,4,3,0.25,164.44,0.00,N/A
198.41.215.75,4,3,0.25,164.51,0.00,N/A
172.64.87.78,4,3,0.25,165.02,0.00,N/A
162.159.197.72,4,3,0.25,165.06,0.00,N/A
104.16.46.19,4,3,0.25,165.28,0.00,N/A
172.64.86.79,4,3,0.25,165.31,0.00,N/A
104.19.187.26,4,3,0.25,165.39,0.00,N/A
198.41.198.191,4,3,0.25,165.40,0.00,N/A
104.21.230.10,4,3,0.25,165.41,0.00,N/A
104.16.62.3,4,3,0.25,166.37,0.00,N/A
104.21.235.107,4,3,0.25,166.60,0.00,N/A
172.65.202.70,4,3,0.25,166.85,0.00,N/A
162.159.198.180,4,3,0.25,167.05,0.00,N/A
172.64.84.6,4,3,0.25,167.11,0.00,N/A
172.65.242.130,4,3,0.25,167.47,0.00,N/A
104.16.149.49,4,3,0.25,167.53,0.00,N/A
172.65.218.57,4,3,0.25,167.64,0.00,N/A
104.31.16.223,4,3,0.25,167.78,0.00,N/A
104.16.175.0,4,3,0.25,167.98,0.00,N/A
104.16.71.211,4,3,0.25,168.12,0.00,N/A
162.159.212.21,4,3,0.25,168.31,0.00,N/A
104.17.70.54,4,3,0.25,168.36,0.00,N/A
104.16.242.160,4,3,0.25,168.85,0.00,N/A
172.65.238.184,4,3,0.25,168.94,0.00,N/A
104.16.150.247,4,3,0.25,168.96,0.00,N/A
198.41.204.138,4,3,0.25,169.15,0.00,N/A
104.16.132.166,4,3,0.25,169.20,0.00,N/A
198.41.194.95,4,3,0.25,169.31,0.00,N/A
172.65.197.7,4,3,0.25,169.71,0.00,N/A
172.64.94.140,4,3,0.25,169.71,0.00,N/A
104.16.84.184,4,3,0.25,169.89,0.00,N/A
104.16.90.110,4,3,0.25,170.19,0.00,N/A
172.65.243.240,4,3,0.25,170.21,0.00,N/A
104.16.203.236,4,3,0.25,170.40,0.00,N/A
104.16.192.16,4,3,0.25,170.41,0.00,N/A
172.65.213.19,4,3,0.25,170.87,0.00,N/A
104.16.146.221,4,3,0.25,171.01,0.00,N/A
104.16.30.36,4,3,0.25,171.28,0.00,N/A
172.65.34.19,4,3,0.25,171.40,0.00,N/A
104.21.237.46,4,3,0.25,171.46,0.00,N/A
104.16.2.187,4,3,0.25,171.55,0.00,N/A
172.64.88.40,4,3,0.25,171.91,0.00,N/A
104.16.225.100,4,3,0.25,171.94,0.00,N/A
104.16.180.222,4,3,0.25,172.03,0.00,N/A
172.64.231.9,4,3,0.25,172.06,0.00,N/A
172.64.154.78,4,3,0.25,172.07,0.00,N/A
104.21.239.213,4,3,0.25,172.08,0.00,N/A
104.16.36.93,4,3,0.25,172.46,0.00,N/A
104.16.67.99,4,3,0.25,172.53,0.00,N/A
104.29.138.48,4,3,0.25,172.53,0.00,N/A
141.101.115.156,4,3,0.25,172.61,0.00,N/A
172.65.219.148,4,3,0.25,172.62,0.00,N/A
172.65.248.119,4,3,0.25,172.69,0.00,N/A
172.65.205.56,4,3,0.25,173.21,0.00,N/A
190.93.246.215,4,3,0.25,173.28,0.00,N/A
172.65.195.110,4,3,0.25,173.47,0.00,N/A
104.16.15.111,4,3,0.25,173.82,0.00,N/A
104.17.67.164,4,3,0.25,174.01,0.00,N/A
172.65.220.98,4,3,0.25,174.10,0.00,N/A
172.65.244.18,4,3,0.25,174.22,0.00,N/A
104.16.199.24,4,3,0.25,174.54,0.00,N/A
172.65.206.177,4,3,0.25,174.64,0.00,N/A
172.66.2.157,4,3,0.25,174.88,0.00,N/A
172.64.153.38,4,3,0.25,174.95,0.00,N/A
162.159.253.201,4,3,0.25,175.42,0.00,N/A
172.64.79.22,4,3,0.25,175.52,0.00,N/A
162.159.199.221,4,3,0.25,175.69,0.00,N/A
104.16.197.239,4,3,0.25,175.93,0.00,N/A
104.21.34.31,4,3,0.25,175.93,0.00,N/A
162.159.246.89,4,3,0.25,175.99,0.00,N/A
172.64.78.243,4,3,0.25,176.06,0.00,N/A
104.16.158.147,4,3,0.25,176.12,0.00,N/A
104.17.2.126,4,3,0.25,176.36,0.00,N/A
104.19.218.195,4,3,0.25,176.42,0.00,N/A
172.64.98.17,4,3,0.25,176.58,0.00,N/A
162.159.192.17,4,3,0.25,176.65,0.00,N/A
104.16.216.6,4,3,0.25,176.80,0.00,N/A
104.16.230.154,4,3,0.25,176.87,0.00,N/A
104.29.154.46,4,3,0.25,177.01,0.00,N/A
172.65.217.123,4,3,0.25,177.25,0.00,N/A
172.67.166.191,4,3,0.25,177.34,0.00,N/A
104.16.91.166,4,3,0.25,177.41,0.00,N/A
104.17.92.216,4,3,0.25,177.79,0.00,N/A
198.41.199.248,4,3,0.25,177.85,0.00,N/A
172.65.25.24,4,3,0.25,178.66,0.00,N/A
104.19.202.229,4,3,0.25,178.70,0.00,N/A
104.16.50.97,4,3,0.25,178.71,0.00,N/A
198.41.209.10,4,3,0.25,178.72,0.00,N/A
172.65.235.152,4,3,0.25,178.78,0.00,N/A
104.16.116.34,4,3,0.25,178.79,0.00,N/A
104.21.46.166,4,3,0.25,179.08,0.00,N/A
141.101.122.220,4,3,0.25,179.32,0.00,N/A
104.16.54.124,4,3,0.25,179.38,0.00,N/A
172.66.45.240,4,3,0.25,179.48,0.00,N/A
172.66.40.40,4,3,0.25,179.87,0.00,N/A
104.29.143.68,4,3,0.25,179.93,0.00,N/A
172.67.189.36,4,3,0.25,179.99,0.00,N/A
172.65.66.169,4,3,0.25,180.21,0.00,N/A
104.21.96.222,4,3,0.25,180.27,0.00,N/A
104.17.111.169,4,3,0.25,180.34,0.00,N/A
172.65.71.186,4,3,0.25,180.58,0.00,N/A
104.16.219.193,4,3,0.25,180.60,0.00,N/A
104.16.7.67,4,3,0.25,180.63,0.00,N/A
172.65.210.91,4,3,0.25,180.65,0.00,N/A
104.16.135.46,4,3,0.25,180.83,0.00,N/A
104.16.61.77,4,3,0.25,180.97,0.00,N/A
104.16.35.214,4,3,0.25,181.07,0.00,N/A
172.65.251.191,4,3,0.25,181.24,0.00,N/A
104.17.16.176,4,3,0.25,181.47,0.00,N/A
104.16.117.30,4,3,0.25,181.70,0.00,N/A
104.16.66.238,4,3,0.25,181.82,0.00,N/A
104.16.18.96,4,3,0.25,181.85,0.00,N/A
104.16.68.197,4,3,0.25,181.88,0.00,N/A
172.67.246.78,4,3,0.25,182.03,0.00,N/A
104.16.251.117,4,3,0.25,182.08,0.00,N/A
104.21.72.55,4,3,0.25,182.27,0.00,N/A
172.65.200.115,4,3,0.25,182.28,0.00,N/A
104.16.139.72,4,3,0.25,182.58,0.00,N/A
104.16.125.152,4,3,0.25,182.93,0.00,N/A
172.67.146.42,4,3,0.25,183.16,0.00,N/A
104.21.10.35,4,3,0.25,183.18,0.00,N/A
172.67.122.231,4,3,0.25,183.28,0.00,N/A
104.21.18.24,4,3,0.25,183.33,0.00,N/A
172.64.93.147,4,3,0.25,183.39,0.00,N/A
104.16.214.155,4,3,0.25,183.40,0.00,N/A
104.16.250.210,4,3,0.25,183.43,0.00,N/A
104.16.239.182,4,3,0.25,184.01,0.00,N/A
104.16.179.97,4,3,0.25,184.13,0.00,N/A
172.67.226.206,4,3,0.25,184.35,0.00,N/A
172.65.233.27,4,3,0.25,184.43,0.00,N/A
104.16.253.47,4,3,0.25,184.55,0.00,N/A
104.21.82.63,4,3,0.25,184.61,0.00,N/A
172.67.102.194,4,3,0.25,184.62,0.00,N/A
172.67.185.90,4,3,0.25,184.69,0.00,N/A
172.65.214.162,4,3,0.25,184.78,0.00,N/A
104.19.171.207,4,3,0.25,184.94,0.00,N/A
172.65.17.189,4,3,0.25,184.96,0.00,N/A
104.19.213.9,4,3,0.25,185.04,0.00,N/A
104.21.4.226,4,3,0.25,185.05,0.00,N/A
172.64.96.204,4,3,0.25,185.19,0.00,N/A
104.17.22.5,4,3,0.25,185.31,0.00,N/A
104.17.133.41,4,3,0.25,185.69,0.00,N/A
104.17.3.99,4,3,0.25,185.85,0.00,N/A
104.17.123.4,4,3,0.25,185.97,0.00,N/A
104.16.184.104,4,3,0.25,185.97,0.00,N/A
104.16.144.163,4,3,0.25,186.16,0.00,N/A
104.16.113.197,4,3,0.25,186.23,0.00,N/A
104.16.141.171,4,3,0.25,186.27,0.00,N/A
104.16.177.128,4,3,0.25,186.34,0.00,N/A
172.65.101.35,4,3,0.25,186.36,0.00,N/A
172.65.145.179,4,3,0.25,186.48,0.00,N/A
172.65.110.148,4,3,0.25,186.59,0.00,N/A
104.16.136.126,4,3,0.25,186.68,0.00,N/A
104.27.99.230,4,3,0.25,186.73,0.00,N/A
104.25.0.189,4,3,0.25,186.78,0.00,N/A
104.16.172.188,4,3,0.25,186.81,0.00,N/A
172.65.132.108,4,3,0.25,186.92,0.00,N/A
172.65.229.57,4,3,0.25,187.11,0.00,N/A
172.67.254.191,4,3,0.25,187.23,0.00,N/A
104.16.24.6,4,3,0.25,187.35,0.00,N/A
104.16.198.32,4,3,0.25,187.37,0.00,N/A
104.16.155.67,4,3,0.25,187.51,0.00,N/A
172.67.244.242,4,3,0.25,187.54,0.00,N/A
104.16.221.61,4,3,0.25,187.69,0.00,N/A
172.65.6.225,4,3,0.25,187.73,0.00,N/A
104.16.111.57,4,3,0.25,187.85,0.00,N/A
104.17.126.6,4,3,0.25,187.87,0.00,N/A
104.16.233.244,4,3,0.25,188.07,0.00,N/A
104.16.255.88,4,3,0.25,188.45,0.00,N/A
104.17.66.100,4,3,0.25,188.47,0.00,N/A
172.65.224.172,4,3,0.25,188.83,0.00,N/A
172.66.216.144,4,3,0.25,189.11,0.00,N/A
104.17.116.55,4,3,0.25,189.26,0.00,N/A
104.16.55.23,4,3,0.25,189.26,0.00,N/A
104.21.16.182,4,3,0.25,189.29,0.00,N/A
172.65.14.172,4,3,0.25,189.33,0.00,N/A
172.64.90.224,4,3,0.25,189.42,0.00,N/A
162.159.213.149,4,3,0.25,189.55,0.00,N/A
104.21.32.142,4,3,0.25,189.86,0.00,N/A
104.21.17.45,4,3,0.25,190.35,0.00,N/A
104.16.17.151,4,3,0.25,190.46,0.00,N/A
172.67.248.18,4,3,0.25,190.51,0.00,N/A
104.17.144.109,4,3,0.25,190.59,0.00,N/A
104.21.77.182,4,3,0.25,190.98,0.00,N/A
104.27.54.141,4,3,0.25,191.10,0.00,N/A
104.16.63.221,4,3,0.25,191.13,0.00,N/A
172.65.151.238,4,3,0.25,191.31,0.00,N/A
104.21.119.39,4,3,0.25,191.39,0.00,N/A
104.21.30.46,4,3,0.25,191.60,0.00,N/A
198.41.214.185,4,3,0.25,192.05,0.00,N/A
172.67.109.114,4,3,0.25,192.20,0.00,N/A
172.67.191.96,4,3,0.25,192.46,0.00,N/A
104.16.39.161,4,3,0.25,192.51,0.00,N/A
104.21.85.104,4,3,0.25,192.64,0.00,N/A
172.67.160.44,4,3,0.25,192.75,0.00,N/A
104.17.36.197,4,3,0.25,193.01,0.00,N/A
172.64.148.51,4,3,0.25,193.08,0.00,N/A
172.66.192.56,4,3,0.25,193.34,0.00,N/A
162.159.235.97,4,3,0.25,193.35,0.00,N/A
104.16.154.115,4,3,0.25,193.38,0.00,N/A
104.16.212.53,4,3,0.25,193.65,0.00,N/A
172.65.15.198,4,3,0.25,193.76,0.00,N/A
104.16.106.140,4,3,0.25,194.06,0.00,N/A
104.19.173.110,4,3,0.25,194.24,0.00,N/A
104.21.62.122,4,3,0.25,194.35,0.00,N/A
104.21.113.1,4,3,0.25,194.35,0.00,N/A
104.17.87.190,4,3,0.25,194.46,0.00,N/A
104.21.13.116,4,3,0.25,194.47,0.00,N/A
172.67.100.47,4,3,0.25,194.52,0.00,N/A
104.21.198.251,4,3,0.25,194.63,0.00,N/A
172.65.21.169,4,3,0.25,194.65,0.00,N/A
172.67.193.69,4,3,0.25,194.72,0.00,N/A
172.66.160.38,4,3,0.25,194.75,0.00,N/A
104.25.21.243,4,3,0.25,194.89,0.00,N/A
172.67.222.250,4,3,0.25,194.93,0.00,N/A
172.65.171.90,4,3,0.25,194.94,0.00,N/A
104.25.250.238,4,3,0.25,195.22,0.00,N/A
104.24.7.173,4,3,0.25,195.28,0.00,N/A
104.21.73.181,4,3,0.25,195.34,0.00,N/A
172.67.187.239,4,3,0.25,195.40,0.00,N/A
104.16.89.191,4,3,0.25,195.42,0.00,N/A
104.16.247.63,4,3,0.25,195.42,0.00,N/A
172.65.232.4,4,3,0.25,195.48,0.00,N/A
104.21.105.72,4,3,0.25,195.52,0.00,N/A
172.64.38.214,4,3,0.25,195.90,0.00,N/A
104.19.195.14,4,3,0.25,196.02,0.00,N/A
104.16.10.187,4,3,0.25,196.10,0.00,N/A
172.64.146.212,4,3,0.25,196.23,0.00,N/A
104.19.163.141,4,3,0.25,196.24,0.00,N/A
172.65.2.239,4,3,0.25,196.30,0.00,N/A
104.19.204.104,4,3,0.25,196.32,0.00,N/A
172.65.48.216,4,3,0.25,196.40,0.00,N/A
104.27.125.201,4,3,0.25,196.42,0.00,N/A
104.25.51.171,4,3,0.25,196.57,0.00,N/A
172.67.154.51,4,3,0.25,196.68,0.00,N/A
104.17.50.136,4,3,0.25,196.84,0.00,N/A
172.67.249.106,4,3,0.25,196.96,0.00,N/A
172.65.61.55,4,3,0.25,197.10,0.00,N/A
172.67.196.138,4,3,0.25,197.13,0.00,N/A
104.17.214.45,4,3,0.25,197.14,0.00,N/A
104.27.77.50,4,3,0.25,197.42,0.00,N/A
172.67.76.32,4,3,0.25,197.47,0.00,N/A
172.67.225.213,4,3,0.25,197.60,0.00,N/A
104.21.49.150,4,3,0.25,197.82,0.00,N/A
172.64.42.141,4,3,0.25,197.91,0.00,N/A
104.17.98.1,4,3,0.25,197.96,0.00,N/A
172.67.245.5,4,3,0.25,197.97,0.00,N/A
172.65.115.148,4,3,0.25,198.17,0.00,N/A
104.17.76.235,4,3,0.25,198.27,0.00,N/A
172.65.158.121,4,3,0.25,198.36,0.00,N/A
172.65.191.221,4,3,0.25,198.38,0.00,N/A
104.16.105.157,4,3,0.25,198.38,0.00,N/A
172.65.29.58,4,3,0.25,198.46,0.00,N/A
172.67.232.242,4,3,0.25,198.73,0.00,N/A
104.29.158.97,4,3,0.25,198.75,0.00,N/A
172.65.163.201,4,3,0.25,198.76,0.00,N/A
172.67.224.156,4,3,0.25,198.93,0.00,N/A
172.67.210.1,4,3,0.25,198.99,0.00,N/A
172.65.43.146,4,3,0.25,199.02,0.00,N/A
172.67.134.165,4,3,0.25,199.02,0.00,N/A
104.17.44.1,4,3,0.25,199.09,0.00,N/A
104.25.178.153,4,3,0.25,199.12,0.00,N/A
172.65.57.18,4,3,0.25,199.19,0.00,N/A
104.16.110.107,4,3,0.25,199.45,0.00,N/A
172.67.243.124,4,3,0.25,199.71,0.00,N/A
172.65.102.160,4,3,0.25,199.78,0.00,N/A
172.67.183.14,4,3,0.25,199.86,0.00,N/A
104.19.155.157,4,3,0.25,200.13,0.00,N/A
104.16.162.176,4,3,0.25,200.26,0.00,N/A
104.25.62.232,4,3,0.25,200.57,0.00,N/A
172.67.218.236,4,3,0.25,200.62,0.00,N/A
172.67.199.10,4,3,0.25,201.03,0.00,N/A
104.24.82.126,4,3,0.25,201.08,0.00,N/A
104.25.255.60,4,3,0.25,201.17,0.00,N/A
104.17.79.36,4,3,0.25,201.18,0.00,N/A
104.21.42.178,4,3,0.25,201.28,0.00,N/A
104.17.178.13,4,3,0.25,201.31,0.00,N/A
104.24.235.42,4,3,0.25,201.37,0.00,N/A
104.19.199.16,4,3,0.25,201.41,0.00,N/A
172.66.210.21,4,3,0.25,201.52,0.00,N/A
172.67.182.178,4,3,0.25,201.53,0.00,N/A
104.27.51.207,4,3,0.25,201.56,0.00,N/A
104.21.26.25,4,3,0.25,201.85,0.00,N/A
172.67.184.226,4,3,0.25,202.13,0.00,N/A
104.29.153.65,4,3,0.25,202.64,0.00,N/A
104.17.167.153,4,3,0.25,202.65,0.00,N/A
172.65.27.82,4,3,0.25,202.70,0.00,N/A
172.65.18.200,4,3,0.25,202.82,0.00,N/A
104.25.175.238,4,3,0.25,202.88,0.00,N/A
104.21.203.234,4,3,0.25,203.06,0.00,N/A
104.20.22.22,4,3,0.25,203.24,0.00,N/A
104.21.200.234,4,3,0.25,203.42,0.00,N/A
104.25.38.3,4,3,0.25,203.49,0.00,N/A
104.17.41.37,4,3,0.25,203.51,0.00,N/A
104.17.174.42,4,3,0.25,203.73,0.00,N/A
104.25.176.243,4,3,0.25,203.80,0.00,N/A
104.17.170.181,4,3,0.25,203.92,0.00,N/A
104.21.213.172,4,3,0.25,204.05,0.00,N/A
172.67.173.194,4,3,0.25,204.09,0.00,N/A
104.27.109.176,4,3,0.25,204.20,0.00,N/A
172.67.203.140,4,3,0.25,204.34,0.00,N/A
172.65.30.47,4,3,0.25,204.60,0.00,N/A
104.24.87.101,4,3,0.25,204.62,0.00,N/A
172.67.228.101,4,3,0.25,204.64,0.00,N/A
104.21.201.61,4,3,0.25,204.75,0.00,N/A
104.17.168.218,4,3,0.25,204.98,0.00,N/A
172.67.190.134,4,3,0.25,205.34,0.00,N/A
104.25.233.164,4,3,0.25,205.72,0.00,N/A
104.27.120.180,4,3,0.25,205.86,0.00,N/A
172.64.34.194,4,3,0.25,206.05,0.00,N/A
172.67.201.103,4,3,0.25,206.11,0.00,N/A
172.66.148.215,4,3,0.25,206.12,0.00,N/A
172.67.174.17,4,3,0.25,206.20,0.00,N/A
104.25.193.5,4,3,0.25,206.33,0.00,N/A
104.21.31.31,4,3,0.25,206.36,0.00,N/A
172.66.163.206,4,3,0.25,206.50,0.00,N/A
104.19.172.232,4,3,0.25,206.90,0.00,N/A
104.27.83.84,4,3,0.25,206.92,0.00,N/A
104.21.14.62,4,3,0.25,207.23,0.00,N/A
172.67.143.168,4,3,0.25,207.29,0.00,N/A
104.21.58.44,4,3,0.25,207.37,0.00,N/A
172.67.169.221,4,3,0.25,207.45,0.00,N/A
104.17.104.180,4,3,0.25,207.49,0.00,N/A
172.67.136.246,4,3,0.25,207.75,0.00,N/A
104.24.237.162,4,3,0.25,207.80,0.00,N/A
104.24.207.190,4,3,0.25,207.83,0.00,N/A
104.25.49.163,4,3,0.25,207.85,0.00,N/A
104.24.240.233,4,3,0.25,208.35,0.00,N/A
104.21.33.64,4,3,0.25,208.36,0.00,N/A
172.67.148.74,4,3,0.25,208.42,0.00,N/A
172.64.41.79,4,3,0.25,208.70,0.00,N/A
172.65.164.166,4,3,0.25,208.86,0.00,N/A
172.65.82.137,4,3,0.25,208.90,0.00,N/A
104.20.53.82,4,3,0.25,209.02,0.00,N/A
104.17.59.64,4,3,0.25,209.29,0.00,N/A
104.17.93.252,4,3,0.25,209.42,0.00,N/A
104.17.185.11,4,3,0.25,209.78,0.00,N/A
172.65.47.85,4,3,0.25,210.10,0.00,N/A
104.29.124.13,4,3,0.25,210.15,0.00,N/A
104.21.47.215,4,3,0.25,210.33,0.00,N/A
172.67.202.250,4,3,0.25,210.42,0.00,N/A
104.27.90.5,4,3,0.25,210.57,0.00,N/A
104.25.56.11,4,3,0.25,210.71,0.00,N/A
172.65.33.17,4,3,0.25,210.72,0.00,N/A
104.19.221.166,4,3,0.25,210.84,0.00,N/A
104.17.223.188,4,3,0.25,211.02,0.00,N/A
104.25.37.88,4,3,0.25,211.02,0.00,N/A
104.21.98.101,4,3,0.25,211.08,0.00,N/A
172.67.214.104,4,3,0.25,211.15,0.00,N/A
104.17.37.251,4,3,0.25,211.20,0.00,N/A
104.17.97.96,4,3,0.25,211.21,0.00,N/A
104.21.196.55,4,3,0.25,211.27,0.00,N/A
104.27.82.95,4,3,0.25,211.62,0.00,N/A
104.24.21.57,4,3,0.25,211.62,0.00,N/A
104.17.213.20,4,3,0.25,211.72,0.00,N/A
172.65.63.174,4,3,0.25,211.85,0.00,N/A
104.27.18.205,4,3,0.25,212.10,0.00,N/A
